index,budget,genres,id,popularity,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
123,150000000,Adventure Action Thriller Science Fiction,605,73.313918,11/5/2003,424988211,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The Matrix Revolutions,6.4,3096
124,150000000,Animation Adventure Family,109445,165.125366,11/27/2013,1274219009,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Frozen,7.3,5295
125,150000000,Adventure Action Thriller Science Fiction,604,70.78591,5/15/2003,738599701,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Matrix Reloaded,6.7,3443
126,170000000,Action Adventure Fantasy,76338,99.499595,10/29/2013,644571402,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Thor: The Dark World,6.8,4755
127,150000000,Action Adventure Science Fiction Thriller,76341,434.278564,5/13/2015,378858340,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mad Max: Fury Road,7.2,9427
128,150000000,Thriller Mystery,13448,67.447636,5/13/2009,356613439,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Angels & Demons,6.5,2129
129,150000000,Adventure Fantasy Action,10195,86.493424,4/21/2011,449326618,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Thor,6.6,6525
130,150000000,Animation Family Adventure Comedy,13053,41.845878,11/21/2008,309979994,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bolt,6.3,1750
131,150000000,Fantasy Action Adventure Family Comedy,19585,26.710398,7/21/2009,292817841,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",G-Force,5.1,510
132,150000000,Adventure,57165,44.927635,3/27/2012,301000000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Wrath of the Titans,5.5,1431
133,150000000,Comedy Fantasy,62213,50.306728,5/8/2012,245527149,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dark Shadows,5.7,2320
134,150000000,Action Adventure Thriller,177677,114.522237,7/23/2015,682330139,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Mission: Impossible - Rogue Nation,7.1,3224
135,150000000,Drama Horror Thriller,7978,21.214571,2/11/2010,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Wolfman,5.5,549
136,150000000,Family Animation Adventure Comedy,5559,29.332905,10/28/2007,287594577,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bee Movie,5.7,1171
137,150000000,Animation Family,49444,51.247321,5/25/2011,665692281,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Kung Fu Panda 2,6.7,1880
138,150000000,Action Adventure Family Fantasy,10196,33.769336,6/30/2010,318502923,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Last Airbender,4.7,1151
139,150000000,Adventure Action Thriller,956,63.079003,5/3/2006,397850012,126,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Mission: Impossible III,6.5,2028
140,150000000,Action Drama Thriller,117251,39.004588,6/27/2013,205366737,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",White House Down,6.4,1891
141,150000000,Adventure Animation Family,50321,12.362599,3/9/2011,38992758,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mars Needs Moms,5.5,199
142,149000000,Adventure Animation Comedy Family,11619,22.550135,10/22/2006,64459316,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Flushed Away,6,874
143,150000000,Adventure Family Fantasy,266647,48.03528,9/24/2015,128388320,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pan,5.9,954
144,145000000,Animation Adventure Family,82703,38.73494,2/7/2014,272912430,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mr. Peabody & Sherman,6.7,843
145,175000000,Adventure Drama War,652,66.803149,5/13/2004,497409852,163,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Troy,6.9,2759
146,145000000,Animation Family,80321,44.989192,6/6/2012,746921274,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Madagascar 3: Europe's Most Wanted,6.4,1808
147,140000000,Adventure Action Thriller,36669,54.159392,11/17/2002,431971116,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""is"", ""name"": ""\u00cdslenska""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Die Another Day,5.8,1092
148,144000000,Action Fantasy Comedy,43074,66.21806,7/14/2016,229147509,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ghostbusters,5.3,2142
149,140000000,Action Thriller Science Fiction Adventure,95,58.485967,7/1/1998,553799566,151,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Armageddon,6.4,2482
150,140000000,Action Adventure Comedy Science Fiction,608,91.332849,7/3/2002,441818803,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Men in Black II,6,3114
151,70000000,Adventure Action Animation,2310,35.601665,11/5/2007,195735876,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Beowulf,5.5,841
152,145000000,Action Adventure Animation Comedy Family,140300,56.747978,1/23/2016,521170825,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Kung Fu Panda 3,6.7,1603
153,145000000,Action Thriller Adventure,56292,77.77477,12/7/2011,694713380,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Mission: Impossible - Ghost Protocol,6.8,3972
154,145000000,Fantasy Animation Family,81188,61.788035,11/21/2012,306941670,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Rise of the Guardians,7.1,1922
155,100000000,Comedy,7552,25.159168,12/21/2005,202026112,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fun with Dick and Jane,5.9,627
156,140000000,Drama Action War History,616,52.341226,12/5/2003,456758981,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",The Last Samurai,7.3,1895
157,140000000,Adventure Drama Action,147441,101.599427,12/3/2014,268031828,150,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Exodus: Gods and Kings,5.6,1921
158,150000000,Science Fiction Action Adventure,13475,73.616808,5/6/2009,385680446,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek,7.4,4518
159,139000000,Fantasy Action,557,82.502566,5/1/2002,821708551,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Spider-Man,6.8,5265
160,145000000,Fantasy Action Adventure Animation Comedy,82702,100.21391,6/12/2014,609123048,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",How to Train Your Dragon 2,7.6,3106
161,140000000,Fantasy,205584,56.257249,2/25/2016,150680864,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Gods of Egypt,5.3,1277
162,135000000,Action,10048,17.88953,7/28/2005,76932943,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Stealth,4.9,331
163,130000000,Action Mystery Science Fiction,13183,64.798873,3/5/2009,185258983,163,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Watchmen,7,2811
164,140000000,Action Adventure Comedy Crime Thriller,944,24.855701,7/10/1998,285444603,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Lethal Weapon 4,6.3,767
165,137000000,Drama Action Science Fiction,1927,34.981698,6/19/2003,245360480,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Hulk,5.3,1533
166,130000000,Adventure Action Science Fiction Thriller,72559,59.325589,3/26/2013,371876278,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",G.I. Joe: Retaliation,5.4,3025
167,130000000,Action Adventure Comedy Drama Mystery,7364,21.605568,4/6/2005,119269486,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Sahara,5.7,434
168,137000000,Adventure Action Animation Fantasy Science Fiction,2114,26.074908,7/2/2001,85131830,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Final Fantasy: The Spirits Within,5.9,433
169,140000000,Action Adventure Science Fiction,1771,74.506246,7/22/2011,370569774,124,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Captain America: The First Avenger,6.6,7047
170,135000000,Adventure Action Thriller,36643,39.604363,11/8/1999,361832400,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The World Is Not Enough,6,862
171,150000000,Adventure,8619,36.973031,11/14/2003,212011111,138,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Master and Commander: The Far Side of the World,6.9,790
172,120000000,Adventure Fantasy Drama Romance,50620,99.687084,11/13/2012,829000000,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
173,130000000,Animation Comedy Family,65759,17.7735,11/17/2011,150406466,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Happy Feet Two,5.8,373
174,150000000,Science Fiction Action Adventure,1724,62.898336,6/12/2008,163712074,114,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Incredible Hulk,6.1,3021
175,140000000,Adventure Family Fantasy,267935,44.19092,6/1/2016,183345589,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The BFG,6,1000
176,135000000,Western Drama Adventure Thriller,281957,100.635882,12/25/2015,532950503,156,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The Revenant,7.3,6396
177,135000000,Animation Family,77950,44.765377,7/11/2013,282570682,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Turbo,6.1,1074
178,135000000,Animation Comedy Family Western Adventure,44896,29.91353,3/2/2011,245724603,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Rango,6.6,2051
179,132000000,Family Animation Adventure Comedy,270946,84.366984,11/22/2014,373552094,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Penguins of Madagascar,6.5,1346
180,70000000,Action Drama Mystery Thriller,2503,45.381501,8/3/2007,442824138,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Bourne Ultimatum,7.3,2888
181,130000000,Adventure Animation Family Comedy,9502,84.689648,6/4/2008,631744560,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Kung Fu Panda,6.9,3145
182,130000000,Science Fiction Action Adventure,102899,120.09361,7/14/2015,519311965,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ant-Man,7,5880
183,130000000,Adventure Action Science Fiction,101299,76.310119,11/15/2013,847423452,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Hunger Games: Catching Fire,7.4,6495
184,135000000,Fantasy Comedy Animation Science Fiction Family,228161,63.473086,3/18/2015,368871007,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Home,6.8,1519
185,132000000,Adventure Thriller Science Fiction,74,48.572726,6/28/2005,591739379,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",War of the Worlds,6.2,2322
186,130000000,Adventure Action Comedy Thriller Crime,8961,38.068736,7/18/2003,273339556,147,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Bad Boys II,6.3,1564
187,130000000,Action Adventure Animation Family Fantasy,417859,20.678787,10/28/2011,554987477,90,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Puss in Boots,6.4,451
188,110000000,Action Mystery Thriller,27576,48.829437,7/21/2010,293329073,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Salt,6.2,2093
189,125000000,Drama Adventure,86834,46.115758,3/20/2014,362637473,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Noah,5.6,2350
190,130000000,Adventure Animation Mystery,17578,89.938296,10/25/2011,371940071,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Adventures of Tintin,6.7,2061
191,130000000,Adventure Fantasy Family,673,79.679601,5/31/2004,789804554,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harry Potter and the Prisoner of Azkaban,7.7,5877
192,130000000,Drama,6972,28.840997,11/18/2008,49554002,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Australia,6.3,694
193,130000000,Science Fiction Action Adventure,82700,42.840582,5/30/2013,243843127,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",After Earth,5,2532
194,127500000,Animation Family,10567,26.548594,5/19/2000,354248063,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dinosaur,6.2,542
195,127000000,Adventure Comedy Fantasy Family,181533,115.597753,12/17/2014,349424282,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Night at the Museum: Secret of the Tomb,6.1,1851
196,130000000,Animation Action Comedy Family Science Fiction,38055,68.757242,10/28/2010,321887208,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Megamind,6.7,1918
197,125000000,Adventure Fantasy Family,671,109.984351,11/16/2001,976475550,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harry Potter and the Philosopher's Stone,7.5,7006
198,130000000,Fantasy Action Comedy Crime,49524,39.448066,7/18/2013,61648500,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",R.I.P.D.,5.4,1260
199,140000000,Adventure Fantasy Action,22,271.972889,7/9/2003,655011224,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
200,125000000,Science Fiction Adventure Thriller,131631,206.227151,11/18/2014,752100229,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Hunger Games: Mockingjay - Part 1,6.6,5584
201,125000000,Thriller Mystery,591,45.313197,5/17/2006,767820459,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Da Vinci Code,6.5,2704
202,103000000,Animation Adventure Comedy Family,172385,42.40024,3/19/2014,500188435,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Rio 2,6.3,978
203,110000000,Adventure Action Science Fiction Thriller,36658,2.871739,4/24/2003,407711549,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",X2,6.8,3506
204,125000000,Action Thriller Crime,51497,7.255718,4/20/2011,626137675,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Fast Five,7.1,2438
205,125000000,Adventure Action Crime Mystery,58574,81.499621,11/22/2011,334615000,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sherlock Holmes: A Game of Shadows,7,3886
206,125000000,Adventure Fantasy Action,18823,47.686442,4/1/2010,232713139,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Clash of the Titans,5.6,2233
207,65000000,Action Adventure Science Fiction,861,43.129703,6/1/1990,261317921,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Total Recall,7.1,1710
208,160000000,Adventure Fantasy Action,1911,27.220157,8/27/1999,61698899,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",The 13th Warrior,6.4,510
209,130000000,Action Thriller,49040,90.33681,8/8/2012,276572938,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Bourne Legacy,6,2651
210,125000000,Action Crime Fantasy,415,50.073575,6/20/1997,238207122,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Batman & Robin,4.2,1418
211,123000000,Family Comedy Fantasy,8871,45.419668,11/17/2000,345141403,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",How the Grinch Stole Christmas,6.2,1386
212,125000000,Action Adventure Science Fiction Thriller,435,41.380094,5/26/2004,544272402,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Day After Tomorrow,6.2,2392
213,125000000,Adventure Action Thriller,955,54.931334,5/24/2000,546388105,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mission: Impossible II,5.9,1928
214,120000000,Drama,2133,25.752118,3/15/2000,325756637,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Perfect Storm,6.2,597
215,130000000,Adventure Fantasy Action Thriller,1979,60.810723,6/13/2007,289047763,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Fantastic 4: Rise of the Silver Surfer,5.4,2589
216,120000000,Adventure Drama Action,87827,51.328145,11/20/2012,609016565,127,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Life of Pi,7.2,5797
217,110000000,Thriller Action Fantasy Horror,1250,46.834704,2/16/2007,228738393,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ghost Rider,5.2,1712
218,120000000,Action Thriller,324668,62.641286,7/27/2016,415484914,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jason Bourne,5.9,2341
219,120000000,Action Adventure Comedy,9471,33.616115,6/27/2003,259175788,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Charlie's Angels: Full Throttle,5.2,914
